ensemble_size;model_name;mean_absolute_error_mean;mean_absolute_error_std;mean_squared_error_mean;mean_squared_error_std;root_mean_squared_error_mean;root_mean_squared_error_std
44;gpt2_xl_wechsel_german;0.49826135403832245;0.0020197961085464656;0.3838785978561838;0.002534534508673614;0.6195759986482221;0.002045467961211846
45;gpt2_xl_wechsel_german;0.49806228764244315;0.0020772404609792215;0.3836648849287468;0.002525996015260562;0.6194035314992357;0.0020381975545733138
46;gpt2_xl_wechsel_german;0.49798066981241307;0.002008550045676153;0.38349790902625935;0.002549327399706306;0.6192686633414679;0.002058121813051571
47;gpt2_xl_wechsel_german;0.498084175084384;0.001972570827520726;0.38362239816731114;0.0024775486318831096;0.6193693596299946;0.0019996293053238497
48;gpt2_xl_wechsel_german;0.4981167697807436;0.0019343594031601742;0.3836202996029791;0.0024170232609511625;0.6193678201986673;0.0019510797119636847
49;gpt2_xl_wechsel_german;0.49808360729713913;0.0018457683677771135;0.38362263936305835;0.0023819490503777254;0.6193697980726731;0.0019225750362509978
50;gpt2_xl_wechsel_german;0.49816008359021485;0.001873176710368575;0.3837041529043864;0.0023103173187307468;0.619435775218281;0.0018646074316733938
51;gpt2_xl_wechsel_german;0.49795343010639187;0.0019247064387882405;0.38348436214158216;0.0023722559570413357;0.6192581825436589;0.0019155060610041412
52;gpt2_xl_wechsel_german;0.4980864107505306;0.0019489026655438303;0.38359831456246213;0.0023769916589688714;0.6193501737012443;0.0019184835884218155
53;gpt2_xl_wechsel_german;0.49808948807984144;0.0018615287340123497;0.38362863067434144;0.002310688837014216;0.6193748103874346;0.0018650496725464137
54;gpt2_xl_wechsel_german;0.4980670977666495;0.0018385678292515187;0.38355894392001344;0.0022854127432907893;0.6193186122634902;0.0018449465753199784
55;gpt2_xl_wechsel_german;0.49818288057661464;0.0017752805819226966;0.38367269245540403;0.0022071722972569967;0.6194106257270696;0.001781113181979888
56;gpt2_xl_wechsel_german;0.49804410434867163;0.0018303259292326548;0.3835491319520656;0.002312306112067361;0.6193106268887266;0.001866241574957814
57;gpt2_xl_wechsel_german;0.4981540549917767;0.0018744456610399185;0.383651196514303;0.0022645228523287164;0.6193931380721583;0.0018276662144341889
58;gpt2_xl_wechsel_german;0.4981263277197157;0.001776532984999172;0.3835959334040164;0.0021957404494230793;0.6193486868578985;0.001772182847654288
59;gpt2_xl_wechsel_german;0.4981080742737436;0.0018129751258627454;0.38356676252250166;0.0022349422508219333;0.6193250465696795;0.001803459573282961
60;gpt2_xl_wechsel_german;0.49815546410151174;0.0017411855081964766;0.38355562111887026;0.0021864715602984384;0.619316163159149;0.001764733119708259
1;gpt2_xl_wechsel_german;0.4338746375873405;0.01334546603491946;0.31954750154839673;0.019099368192569827;0.5650361746546764;0.01679002039276888
2;gpt2_xl_wechsel_german;0.4228811205591669;0.009321228912769852;0.30518554274142246;0.012335828292407768;0.5523240543994995;0.01112679102883579
3;gpt2_xl_wechsel_german;0.4194939740633959;0.007614844100845348;0.30106622974564773;0.0098628541249499;0.5486220049919132;0.008955757360015292
4;gpt2_xl_wechsel_german;0.41705510512306737;0.006404246143063027;0.29801695430884934;0.008396814630673531;0.5458554024706277;0.007674164141697543
5;gpt2_xl_wechsel_german;0.4159214897850894;0.005539225463490881;0.29664870378164776;0.007361918624712343;0.544612879814579;0.0067498505317652065
6;gpt2_xl_wechsel_german;0.415012388097651;0.005315595984611844;0.29539232087968875;0.006671908903088387;0.5434655287344957;0.006130051758190309
7;gpt2_xl_wechsel_german;0.4146166862177908;0.004918974005386874;0.29500659279487995;0.006397932957201746;0.5431133397241069;0.005876013626891257
8;gpt2_xl_wechsel_german;0.41426719185955574;0.0044138232239474;0.2945819350877873;0.005712646659147038;0.5427285886321919;0.005257547993892345
9;gpt2_xl_wechsel_german;0.4138486122855118;0.004310555348400263;0.29434809838384257;0.0054466600543890565;0.5425154192520898;0.005014319592157017
10;gpt2_xl_wechsel_german;0.4137596051686093;0.0038829517185727555;0.2941498081772304;0.004971844574504468;0.5423364716140437;0.00458047106475849
11;gpt2_xl_wechsel_german;0.4133157100153383;0.0038996111819313223;0.29345971933301496;0.004955597654094034;0.5416999637628622;0.004570501264692219
12;gpt2_xl_wechsel_german;0.41326107454469724;0.003724801396013903;0.29348458838486247;0.004736196959202353;0.5417245992670671;0.004366463076501392
13;gpt2_xl_wechsel_german;0.4130340142808847;0.0036500462971907482;0.2934130719842861;0.004695819119940433;0.5416588663954655;0.00433165126343245
