ensemble_size;model_name;mean_absolute_error_mean;mean_absolute_error_std;mean_squared_error_mean;mean_squared_error_std;root_mean_squared_error_mean;root_mean_squared_error_std
53;Wechsel_BERT;0.4958262552810024;0.0016137113307369022;0.3758610125078315;0.00245246738750632;0.6130717875090878;0.0019999670277627193
54;Wechsel_BERT;0.49580657329541084;0.0016744733486249263;0.3758875764724003;0.0025631845576030007;0.6130931520448507;0.002089917669660558
55;Wechsel_BERT;0.4957935609271882;0.001666003146294729;0.37588819289974523;0.0026051140066968874;0.6130935382048212;0.0021238695961231157
56;Wechsel_BERT;0.49574052888995085;0.001612601968066744;0.3757793322692496;0.0024058976943226226;0.613005290160104;0.001962232231792462
57;Wechsel_BERT;0.4957907969784791;0.001567346236050811;0.3758788434182343;0.0023539063174443354;0.6130865869289311;0.0019193827388453793
58;Wechsel_BERT;0.49573030459367734;0.0015019008774320686;0.37580783050610805;0.00238831792484213;0.6130285817265404;0.001947378940789428
59;Wechsel_BERT;0.49576734020742874;0.0014934577611738623;0.3757455162950505;0.0023108919001236386;0.6129779510944356;0.001884494212031645
60;Wechsel_BERT;0.4958254454848694;0.0014879626428168239;0.375782029008875;0.002329948113790618;0.6130076865396643;0.0018997002460695966
1;Wechsel_BERT;0.41870813924613254;0.013053332971755267;0.2950726013942669;0.016180310190638106;0.5430026215647689;0.014865239432928602
2;Wechsel_BERT;0.40861048901558317;0.00855679518721169;0.2829508169771447;0.010988247760368794;0.5318310219958697;0.010328974183403058
3;Wechsel_BERT;0.4047174398182123;0.006566888009962606;0.2782872163280156;0.008238380331900965;0.5274716730262424;0.007804575216295173
4;Wechsel_BERT;0.4029544847709314;0.005955291252471389;0.27599591453699124;0.007642734708247682;0.5253029673455156;0.007263593792418911
5;Wechsel_BERT;0.4018384354488594;0.005097740383931883;0.27485572590090784;0.006518023435406061;0.5242301326077771;0.00620745515000207
6;Wechsel_BERT;0.40112385227696595;0.004573381004035691;0.27396459608455526;0.005811814084567843;0.5233869000775975;0.00554794479152099
7;Wechsel_BERT;0.4008782344567995;0.004295804568354652;0.27374378039455005;0.005423881525822973;0.5231796844312567;0.005179287400644348
8;Wechsel_BERT;0.40042770054404225;0.00403847523039233;0.2732038109429029;0.00505073727408673;0.5226667356306479;0.004828843115278982
9;Wechsel_BERT;0.39989622779654826;0.003907681566908499;0.2726881689660998;0.004884500584707718;0.5221746383191793;0.004673103918657555
10;Wechsel_BERT;0.3995853503862465;0.0035357181668661383;0.27254332280955507;0.004567122115764681;0.5220385287616104;0.004372232196788143
11;Wechsel_BERT;0.39943563990625985;0.00336379717679885;0.2721685758814439;0.004348825927242014;0.5216811659229175;0.004165856107228684
12;Wechsel_BERT;0.39931873514930005;0.003249272067032304;0.27196528637405326;0.004159344370920203;0.5214876848444832;0.003987082444701056
13;Wechsel_BERT;0.3990378718153722;0.003081209261735735;0.2716567920468855;0.003955147435597995;0.5211932551159878;0.0037943729063513766
14;Wechsel_BERT;0.3989157673531877;0.0030234058196896858;0.27152178046038705;0.0038604112232334268;0.521064373201702;0.0037031275239054824
15;Wechsel_BERT;0.3989469701550248;0.0028336105683635865;0.27154539699251745;0.0036885596772965774;0.5210881794300299;0.003538187330239891
16;Wechsel_BERT;0.3988174332051108;0.002743899844451838;0.27151361712324357;0.0035063686682360886;0.5210588313256059;0.0033649284658092272
17;Wechsel_BERT;0.39867231435917944;0.0026619018090938613;0.27127730509970804;0.003383355634097232;0.52083276130328;0.0032481384378385968
18;Wechsel_BERT;0.39870740876381006;0.0025740171552959823;0.2712418066098542;0.0033073550663152156;0.5207991300752907;0.003175343364162694
